id,view_count,score,answer_count,comment_count,first_response_time(minutes)
65531028,898,1,3,2,11.167333333333334
65531051,124,0,1,0,20.564616666666666
65531096,255,1,1,4,14.392383333333333
65531111,45,1,1,0,4.843883333333333
65531148,64,1,2,1,1.0795
65531257,28,0,1,0,11.8275
65531302,48,0,1,5,11.852716666666666
65531326,791,0,3,0,63.142833333333336
65531352,360,0,1,0,393.2547833333333
65531418,353,3,1,2,8074.3626
65531498,80,2,2,5,3641.8146666666667
65531531,1845,1,3,6,7.239883333333333
65531559,453,0,2,0,14.51495
65531636,142,1,1,4,227.82155
65531684,33,0,1,0,1510.2336
65531713,770,0,1,0,3.58845
65531775,60,0,1,3,11.945166666666667
65531864,67,-1,1,0,3.8927833333333335
65531867,170,1,1,0,8.754283333333333
65531868,79,1,2,6,7971.170216666666
65531902,36,1,1,1,10.672
65531946,40,0,1,0,8261.88745
65531982,82,0,2,0,10.90155
65531988,39,0,2,3,4.659216666666667
65532033,76,0,1,0,19.255116666666666
65532041,115,1,1,0,96632.70361666667
65532150,42,0,1,0,222.93105
65532182,116,4,1,3,4.224266666666667
65532349,38,0,2,1,8.377116666666666
65532358,36,-2,2,1,5.070616666666667
65532500,113,0,1,0,5508.86955
65532513,110,-2,3,10,23.633766666666666
65532558,80,1,2,2,4.4364
65532594,70,2,1,0,8.311883333333334
65532642,56,0,2,5,9.201166666666667
65532696,48,2,1,2,427.19845
65532714,50,0,1,0,25.531616666666668
65532770,40,0,2,2,3.3448333333333333
65532814,58,2,2,14,32.55166666666667
65532864,35,-4,1,1,4.142783333333333
65532869,41,2,1,3,283.545
65532933,394,4,1,0,27280.882066666665
65532948,33,1,1,0,3792.423
65533008,73,1,1,2,1061.5462666666667
65533041,534,13,1,3,24313.026283333333
65533101,49,0,1,1,555.7372333333333
65533135,55,0,2,1,4.951733333333333
65533172,172,0,1,8,4.91195
65533236,100,1,1,3,28.492383333333333
65533243,35,0,2,0,5.4831666666666665
65533245,130,0,1,0,32447.145233333333
65533279,35,0,2,0,3.6315
65533323,37,-2,1,1,66.30778333333333
65533337,76,0,2,6,27.7745
65533383,107,2,1,4,21.3705
65533391,45,0,1,2,13.766783333333333
65533439,372,0,1,0,36.63616666666667
65533469,39,1,1,0,304.10428333333334
65533564,37,1,1,0,109.86316666666667
65533666,315,0,1,1,23.690333333333335
65533686,58,3,1,0,172.49733333333333
65533692,73,1,1,0,13.259616666666666
65533737,55,2,2,2,19.535783333333335
65533795,176,0,1,0,868.2042666666666
65533797,55,1,1,0,13.72305
65533832,87,1,2,0,13.407566666666666
65533864,150,0,1,11,18793.244383333335
65533876,31,0,2,0,7.8741
65533896,61,2,1,0,345.7085
65533907,133,-2,3,4,6.014666666666667
65533930,29,0,1,0,60.85195
65533934,41,0,1,0,76.17016666666666
65533976,67,1,1,2,371.80966666666666
65534014,51,0,2,1,6.2556
65534031,58,2,2,2,36.94866666666667
65534112,46,-3,1,5,13.5401
65534133,589,-7,3,8,6.573933333333334
65534187,122,2,1,2,13.857283333333333
65534195,71,-2,1,3,64.74028333333334
65534238,33,0,1,0,309.2636166666667
65534241,50,-3,1,1,18.661883333333332
65534322,86,0,1,2,4.785066666666666
65534445,33,2,1,0,4.204116666666667
65534484,45,-2,1,2,7.718383333333334
65534524,375,1,1,0,357.9561166666667
65534549,97,1,1,1,21.949833333333334
65534582,223,-3,1,5,3.89205
65534678,58,3,1,0,436.40683333333334
65534716,80,2,1,0,709.23495
65534734,44,-4,1,1,5.9461
65534783,32,1,1,6,68.61221666666667
65534845,219,2,4,1,3495.2451666666666
65534926,101,0,1,0,3739.7888333333335
65534973,28,2,1,2,8.4749
65534995,20,1,1,2,103.6646
65534997,36,0,2,0,149.94955
65535014,68,1,2,8,57.26006666666667
65535016,618,3,2,0,570.2271166666667
65535017,42,0,2,0,25.59195
65535031,34,3,1,0,4.061233333333333
65535038,678,2,1,0,61.41395
65535047,74,2,1,0,214.43171666666666
65535056,435,0,2,0,82891.6125
65535077,51,0,1,6,36.07216666666667
65535094,118,2,1,1,15.276333333333334
65535111,52,3,2,0,13.3351
65535237,24,1,2,0,2.7651666666666666
65535256,114,0,1,1,55.987883333333336
65535258,69,0,3,2,14.255333333333333
65535349,296,3,2,0,10.57495
65535384,77,1,2,4,33.95016666666667
65535392,67,2,2,0,21.84605
65535407,45,1,1,4,39.01461666666667
65535409,509,-1,1,1,15.275933333333333
65535426,52,0,1,0,681.93955
65535433,20,1,1,0,13.717233333333333
65535501,43,0,1,0,6.452833333333333
65535510,59,1,2,0,6.940883333333334
65535565,538,0,2,0,11.017666666666667
65535578,148,0,1,2,166.15628333333333
65535639,47,0,1,7,704.9042833333333
65535668,87,0,1,4,2860.52945
65535725,24,0,1,1,21.43655
65535741,55,0,1,2,16.2106
65535757,150,-1,1,3,40.7504
65535850,762,0,2,2,18.210116666666668
65535852,76,1,1,1,734.3426666666667
65535866,40,0,1,0,82.74071666666667
65535876,92,0,1,3,22.474833333333333
65535950,67,-1,2,0,13.597783333333334
65535983,207,0,1,0,210.25338333333335
65536036,63,3,1,3,44.20928333333333
65536070,65,0,1,1,70.47526666666667
65536075,219,1,3,3,9.091833333333334
65536193,92,0,2,0,6.324833333333333
65536226,238,1,3,0,40.291266666666665
65536258,33,0,3,0,3.43245
65536274,158,0,1,0,13.575833333333334
65536286,29,0,2,2,20.433566666666668
65536333,167,3,2,0,13615.99195
65536355,158,1,2,1,80.35226666666667
65536365,83,-2,3,1,10.2426
65536414,38,0,2,0,5.580116666666667
65536432,49,0,1,0,11.902066666666666
65536436,38,0,2,3,26.495116666666668
65536443,52,0,4,0,11.273066666666667
65536557,73,0,1,6,39.68445
65536582,45,1,1,0,73.73361666666666
65536583,59,0,1,1,20.19011666666667
65536632,41,0,1,2,448.01166666666666
65536652,49,-1,1,2,1.82555
65536742,64,0,2,0,5.193333333333333
65536756,76,1,3,0,4.698333333333333
65536767,43,0,3,0,3.8265
65536792,51,2,1,3,6.0456666666666665
65536836,42,1,1,0,8.084166666666667
65536857,55,0,4,1,6.60295
65536949,37,0,1,0,21.32445
65536991,48,0,1,4,1588.5601666666666
65536992,729,0,2,0,64.98393333333334
65537018,189,2,1,1,14.836116666666667
65537029,65,0,2,0,11.6414
65537097,138,0,1,1,81.74106666666667
65537137,41,0,2,1,10.695283333333334
65537174,203,2,1,0,61.6635
65537176,37,1,1,0,73.61038333333333
65537227,55,-1,1,4,217.54888333333332
65537264,164,1,2,7,6122.724116666666
65537270,75,0,1,0,12659.3735
65537327,162,1,1,0,0.0
65537400,58,1,2,0,1.96255
65537403,45,0,1,0,178.83038333333334
65537412,56,1,1,9,23.861883333333335
65537432,79,0,2,0,62.32411666666667
65537456,59,0,3,1,9.29795
65537474,872,2,2,0,2700.853666666667
65537495,66,0,1,0,238.59155
65537537,46,-3,4,0,7.562166666666666
65537555,217,2,1,4,3092.4812166666666
65537681,51,0,1,0,344.582
65537713,51,1,2,4,73.40528333333333
65537749,71,-1,4,2,20.745166666666666
65537762,48,2,2,1,22.5519
65537772,46,1,1,2,32949.38145
65537778,58,1,1,0,76.28255
65537847,38,1,1,1,18.03255
65537927,94,0,1,0,22989.612116666667
65537956,60,2,1,2,16.49295
65537966,163,1,1,4,382.28155
65537970,1027,3,1,1,25.319233333333333
65537978,36,2,1,0,33.90128333333333
65537989,244,1,1,0,46.911566666666666
65538014,155,2,3,0,13.8991
65538059,27,0,1,0,22.158833333333334
65538162,37,0,2,4,26.270383333333335
65538199,26,1,1,1,4.698733333333333
65538313,191,3,2,0,17.80055
65538314,91,0,1,3,2.7817833333333333
65538337,83,1,1,4,28.11595
65538339,84,1,1,3,49.25021666666667
65538406,99,2,1,1,0.0
65538574,35,0,1,1,4.46105
65538667,21,0,1,0,11.274233333333333
65538676,57,0,1,4,179.55316666666667
65538689,32,0,1,0,11.960116666666666
65538710,39,0,2,0,12.99905
65538751,42,0,1,4,10.835216666666666
65538848,66,0,2,1,4.975883333333333
65538870,43,1,1,2,34.91588333333333
65538879,233,0,1,0,78.99045
65538916,186,1,1,0,1948.3303333333333
65538938,40,0,1,0,92.81695
65538998,40,0,1,0,14.141383333333334
65539031,22,0,1,0,18.64095
65539049,38,0,1,0,10.35095
65539107,202,0,1,0,20.8139
65539122,54,0,1,0,7.51855
65539216,78,-9,4,1,2.22395
65539254,37,0,1,6,10.246833333333333
65539446,126,1,3,5,6.92755
65539619,209,1,1,0,30.86
65539719,26,1,2,4,3.1845
65539856,178,2,1,6,62.68171666666667
65539896,42,1,3,0,8.443666666666667
65539910,46,1,2,1,5.803166666666667
65539950,56,2,1,9,17.02695
65540063,83,2,3,1,2.9703833333333334
65540133,33,-4,2,1,7.8004
65540150,77,-1,1,5,396.34683333333334
65540151,145,1,1,3,230.8066
65540155,58,2,1,1,43.34461666666667
65540240,318,1,1,2,1011.32895
65540347,49,0,1,4,46.88206666666667
65540387,172,0,2,1,10.04395
65540478,63,1,1,0,1500.4687166666668
65540486,59,1,5,1,5.741333333333333
65540566,222,2,1,4,6.07445
65540575,79,2,2,9,2602.7785
65540590,42,0,2,2,22.1535
65540608,36,2,2,2,4.4416166666666665
65540629,73,1,1,0,146.71755
65540647,35,1,2,0,62.9815
65540672,45,2,3,0,56.836
65540691,47,1,2,0,22.936383333333332
65540857,111,0,1,1,47006.54305
65540875,149,0,1,0,9.736783333333333
65540947,60,0,1,0,3306.0250666666666
65540958,27,0,1,0,320.2692833333333
65540968,93,0,1,0,22.406233333333333
65540991,35,0,1,2,10.188616666666666
65541037,42,0,1,0,21.892733333333332
65541114,67,2,6,1,3.0406166666666667
65541123,19,0,1,5,2.6783333333333332
65541197,35,0,1,0,206.269
65541217,192,0,1,0,4076.6153833333333
65541232,10982,1,3,0,13.019116666666667
65541254,227,2,1,0,33.993883333333336
65541271,38,0,1,0,10.346883333333333
65541301,42,0,1,4,4.32445
65541320,70,2,2,3,24.705216666666665
65541321,142,0,1,5,41.93026666666667
65541335,88,0,1,2,55.51076666666667
65541336,125,3,1,3,604.7646166666667
65541391,22,0,1,1,4.418833333333334
65541449,38,0,2,3,48.90826666666667
65541490,45,2,2,2,139.36711666666667
65541502,45,1,1,0,7.791
65541516,38,3,2,1,1.7106
65541528,80,-1,3,9,9.434166666666666
65541579,172,-1,2,10,17.69645
65541630,1123,1,2,1,9.222283333333333
65541685,49,0,2,3,4.9815
65541686,163,1,1,0,89.01633333333334
65541689,150,0,1,2,1474.0032666666666
65541723,36,1,1,3,77.76273333333333
65541762,33,0,2,2,32.2109
65541898,62,1,1,8,2573.50945
65542023,49,-1,2,2,3.7215
65542055,52,0,1,1,3.83055
65542059,75,1,2,0,12.296666666666667
65542072,213,1,1,0,321.2355
65542108,42,0,1,0,5.5328333333333335
65542162,37,1,2,4,1.2922666666666667
65542202,48,0,2,0,15.522333333333334
65542330,177,0,1,5,23.716383333333333
65542333,332,-1,2,6,5.951933333333334
65542388,150,0,1,0,38.35583333333334
65542400,30,-1,1,2,2.6856
65542425,66,0,1,6,8.430783333333334
65542509,107,1,1,0,197.701
65542555,388,0,1,2,16.158383333333333
65542581,19,0,1,1,7.050216666666667
65542590,338,0,1,1,6.05255
65542606,53,1,1,0,123.01388333333334
65542648,71,0,2,0,187.88
65542664,33,0,1,0,14.111116666666666
65542671,36,0,1,0,172.49456666666666
65542718,40,0,1,0,9.4255
65542740,42,0,2,1,4.493933333333334
65542829,30,0,1,3,125.95126666666667
65542969,33,0,1,2,42671.43161666667
65542972,165,1,1,0,151.91543333333334
65542985,106,1,2,3,4.04495
65542999,49,0,2,4,4.476166666666667
65543022,23,0,1,0,116.33293333333333
65543027,27,0,2,0,9.082283333333333
65543056,19,0,1,0,991.3854
65543095,35,0,1,1,9.189933333333334
65543110,13,0,1,0,7.422616666666666
65543127,48,0,1,2,176.12455
65543133,238,0,1,0,8.231
65543160,26,1,1,0,10.360933333333334
65543165,95,0,1,2,5423.04595
65543188,30,0,1,2,39.2351
65543193,346,0,2,4,9.977116666666667
65543249,80,2,1,2,4.6335
65543297,67,0,4,8,8.496766666666666
65543359,249,1,1,0,65.60511666666666
65543416,91,-1,2,0,10.30355
65543453,210,1,1,0,26.912166666666668
65543514,24,0,1,3,86.0089
65543518,3984,3,1,0,889.523
65543629,30,-1,1,0,14.4734
65543734,52,0,4,2,10.339616666666666
65543741,715,5,2,2,14769.7001
65543746,85,-1,1,0,3016.4358833333335
65543753,816,1,2,1,37425.1655
65543791,43,-1,2,0,4.8604
65543820,90,0,2,11,27.11616666666667
65543821,78,-1,3,1,7.125666666666667
65543898,289,1,1,6,2298.2467166666665
65543910,48,0,1,4,4.243433333333333
65543961,26,0,1,0,17.565333333333335
65543968,31,0,1,0,10.191616666666667
65543980,20,-1,1,1,22.053716666666666
65544001,66,0,2,9,41.685266666666664
65544014,167,1,1,8,6.3895
65544092,51,0,4,3,10.932433333333334
65544153,106,2,1,0,68.1726
65544181,44,0,3,0,12.683066666666667
65544221,303,6,7,0,29.964933333333335
65544264,146,1,1,0,922.3051166666667
65544291,36,0,2,2,3.413116666666667
65544307,37,0,1,0,25.416783333333335
65544339,63,1,2,0,7.504833333333333
65544405,60,0,2,3,14.174433333333333
65544426,193,0,1,0,622.16445
65544441,46,1,1,0,52.6044
65544467,156,0,2,1,161.49495
65544481,38,0,1,0,27.4635
65544570,437,2,2,10,713.0442166666667
65544587,22,0,1,0,31.499383333333334
65544603,33,0,1,0,2.9706166666666665
65544705,57,-1,2,2,25.080766666666666
65544715,87,-1,2,4,20.959783333333334
65544825,37,1,1,4,1591.5679333333333
65544852,55,0,1,0,13.007566666666667
65544860,58,0,1,4,1489.8656166666667
65544885,43,0,1,0,22.222733333333334
65544928,33,1,1,1,7.367116666666667
65545030,1251,1,1,1,334.63355
65545108,27,-1,1,0,5.845566666666667
65545149,26,0,1,1,3.6966
65545192,58,0,2,0,31.209116666666667
65545215,30,-1,1,1,4.0681666666666665
65545265,37,0,1,0,26.523116666666667
65545292,311,5,1,1,6529.436216666667
65545401,55,2,1,0,5.67555
65545439,53,2,1,4,102.187
65545446,64,0,1,0,47.913066666666666
65545457,49,0,1,3,4.403783333333333
65545468,71,1,1,3,234.18033333333332
65545567,40,1,1,2,2.58555
65545574,64,1,1,2,40.91895
65545605,90,1,2,5,11.406216666666667
65545667,78,2,1,0,11796.710116666667
65545678,50,2,1,0,24.938616666666668
65545690,2067,8,1,4,5724.9848833333335
65545698,157,2,2,1,5.1611666666666665
65545709,43,0,1,1,12.071233333333334
65545713,132,0,1,1,830.6301
65545747,1023,1,2,0,65.35461666666667
65545786,30,1,1,0,32.59866666666667
65545867,43,-2,1,1,56.25655
65546011,31,1,1,1,4.847283333333333
65546037,44,1,1,0,30.943833333333334
65546048,71,0,2,0,4.9432833333333335
65546102,65,0,1,2,5780.583
65546170,43,0,1,2,26.92005
65546190,358,0,1,0,5.72195
65546222,40,1,1,0,6.62945
65546238,74,-1,1,0,11.897766666666667
65546252,88,-1,1,0,125.24833333333333
65546253,1580,4,1,6,168839.43356666667
65546260,69,0,1,2,46.653166666666664
65546273,27,0,1,1,5.3685
65546279,66,0,2,0,25.7935
65546281,75,1,1,0,11514.486833333332
65546300,269,0,2,0,6.558783333333333
65546348,70,2,1,2,671.64095
65546352,46,0,2,2,17.329616666666666
65546370,46,0,1,0,439.30995
65546414,164,1,2,1,5.390383333333333
65546420,61,1,1,10,1241.5843833333333
65546423,22,0,1,0,49.175333333333334
65546431,32,0,1,0,10.350783333333334
65546486,457,0,1,4,24.145383333333335
65546492,682,0,1,0,86.8899
65546679,40,-1,1,4,103.75343333333333
65546707,45,0,2,1,15.2666
65546820,180,0,1,2,54.696283333333334
65546831,134,0,1,0,37.5291
65546856,128,0,1,3,73.64133333333334
65546895,39,0,3,0,26.838
65546906,38,0,1,0,122.73283333333333
65546908,175,0,1,4,98.03345
65546932,40,0,1,3,48.5305
65546978,133,1,1,4,238.06205
65546979,38,0,1,0,31.75105
65547060,39,1,1,1,7.512833333333333
65547108,53,0,1,0,127.59695
65547116,1483,0,1,3,11406.589116666666
65547124,35,0,1,2,219.13478333333333
65547148,53,-2,1,4,21.473
65547160,790,2,1,0,423.645
65547206,177,0,1,7,23.786716666666667
65547255,78,2,1,3,920.5657333333334
65547272,75,-1,2,0,43.763216666666665
65547301,62,0,3,5,17.358283333333333
65547310,61,0,1,1,1348.0871666666667
65547331,159,1,1,0,10.008333333333333
65547353,31,0,1,2,28.322266666666668
65547381,63,-3,2,4,7.2055
65547390,167,1,1,0,27.594266666666666
65547417,38,-2,1,2,19.56705
65547426,98,3,2,1,4.6737166666666665
65547460,546,1,1,7,150962.15611666668
65547500,24,0,1,0,7.070666666666667
65547512,107,0,1,0,1735.4896166666667
65547536,380,1,1,0,102.15028333333333
65547538,52,1,4,2,4.455666666666667
65547591,119,0,1,0,8.253833333333333
65547606,60,-5,4,8,8.4905
65547642,74,0,3,2,50.7705
65547644,56,1,1,12,77.50228333333334
65547662,128,0,1,7,1211.2373333333333
65547687,78,-1,4,3,9.406233333333333
65547700,178,0,1,2,9.331566666666667
65547725,89,0,1,3,93.27683333333333
65547758,70,0,1,0,48.625933333333336
65547769,62,0,2,1,13.668216666666666
65547781,37,0,1,0,36.632
65547887,116,0,1,2,150.30033333333333
65547891,49,0,1,1,659.5219
65548038,82,0,1,1,30.860433333333333
65548065,73,0,1,0,128.79355
65548075,37,0,1,1,9.438883333333333
65548099,81,0,1,7,71.10211666666666
65548107,242,2,1,0,87.718
65548118,29,0,1,0,38.34733333333333
65548187,126,0,1,3,77.90766666666667
65548251,45,0,1,0,7.09005
65548294,90,1,4,2,5.600333333333333
65548322,64,1,1,0,135.17143333333334
65548338,70,1,1,0,26.530616666666667
65548351,46,1,1,0,17.885716666666667
65548388,1326,5,5,6,18.44955
65548459,86,0,1,1,6.921616666666667
65548484,88,1,1,0,14.985833333333334
65548523,43,0,1,6,17.67545
65548633,63,0,1,8,1183.4593333333332
65548641,31,0,1,2,13.40995
65548643,15,0,1,0,19.06983333333333
65548713,26,0,1,0,87.39505
65548722,37,0,1,1,22.66655
65548728,130,0,1,2,101.70945
65548734,30,0,1,0,15.23705
65548774,67,0,1,0,30.1345
65548876,215,5,2,5,3102.733
65548974,61,0,1,5,500.3379
65549020,619,2,3,3,5.74955
65549043,59,0,3,2,3.9137833333333334
65549054,54,1,2,1,18.849283333333332
65549071,40,-1,3,1,8.351116666666666
65549082,23,0,1,0,4.573783333333333
65549146,187,0,1,1,12.29095
65549166,44,2,1,0,216102.3664
65549260,47,0,2,2,3.3333333333333335
65549292,49,0,1,0,4556.438283333333
65549331,696,4,1,1,67.36623333333333
65549451,98,1,1,0,79.39105
65549460,71,-1,1,0,19.79071666666667
65549524,32,0,1,4,6.5438833333333335
65549531,30,0,2,2,5.684266666666667
65549536,44,0,2,1,9.830283333333334
65549595,726,0,1,0,9.831883333333334
65549600,51,0,1,2,24.8794
65549681,52,0,1,1,15.514716666666667
65549758,52,0,1,0,4.335716666666666
65549789,56,1,1,0,1113.2751666666666
65549816,71,1,2,3,21.31811666666667
65549839,118,1,1,0,229827.95466666666
65549858,21773,14,4,0,68112.36305
65549939,90,-1,1,0,29.705383333333334
65549973,139,0,2,4,10.308716666666667
65550019,32,0,1,5,10.4935
65550047,159,0,2,3,32.76595
65550083,56,0,1,6,75.4711
65550113,34,0,1,0,4.5263333333333335
65550217,102,2,1,7,76.3405
65550275,51,0,2,2,52.3756
65550277,49,1,2,0,97.268
65550279,70,1,1,0,58.240383333333334
65550390,48,0,1,2,8.936833333333333
65550457,99,0,1,0,6.629783333333333
65550466,60,-4,2,1,50.6715
65550496,134,0,2,0,13.27445
65550533,34,0,1,2,9.805933333333334
65550544,1566,2,1,1,126119.97211666667
65550553,20,0,1,0,180.3585
65550559,21,0,1,0,7.827883333333333
65550567,61,0,2,3,37.10045
65550578,20,0,1,0,142.48361666666668
65550600,123,-2,1,1,74.10016666666667
65550606,36,1,4,2,22.322783333333334
65550691,118,0,2,0,3.248
65550729,65,0,1,0,32.5845
65550744,65,1,1,3,166.0221
65550767,82,2,3,4,3.8036666666666665
65550795,582,0,1,0,157.42266666666666
65550800,31,1,1,0,13.16745
65550806,415,2,2,0,11.562666666666667
65550838,57,0,1,0,3.5636666666666668
65550875,16,-1,1,0,40.54083333333333
65550948,149,-1,1,3,4.7085
65550969,59,0,3,4,5.049716666666667
65550990,286,0,1,2,13.356266666666667
65551094,46,1,1,3,6081.976
65551095,36,-1,1,3,4.261333333333333
65551096,58,0,1,2,99.05323333333334
65551129,55,0,1,0,9.6324
65551168,45,0,2,2,6.3456166666666665
65551188,100,1,1,0,50.77
65551199,92,1,2,0,69.01588333333333
65551269,31,0,1,0,4097.338
65551295,38,0,2,3,16.576066666666666
65551296,255,2,1,0,212406.75716666668
65551304,67,1,6,1,10.351833333333333
65551320,74,2,2,2,5.884
65551383,1653,4,1,0,39586.35483333333
65551394,58,0,2,0,26.003233333333334
65551496,56,1,3,0,12.595383333333332
65551508,604,0,2,1,66.10523333333333
65551527,52,1,2,1,5.499783333333333
65551615,64,0,1,0,3.6961166666666667
65551632,311,0,2,3,3.5713333333333335
65551685,167,0,2,0,24.0924
65551691,298,-1,2,1,4.8242666666666665
65551701,31,0,1,0,15758.1439
65551702,727,1,1,0,75.88178333333333
65551782,70,0,2,3,4.180116666666667
65551808,35,1,1,0,31.4305
65551842,69,1,1,2,135.77593333333334
65551868,28,0,1,1,19.328
65551876,47,0,3,0,4.871766666666667
65551991,51,0,3,0,9.152333333333333
65551992,58,0,1,3,27.20156666666667
65552028,38,0,1,0,9.345383333333332
65552033,56,1,1,0,1580.4376666666667
65552070,129,-2,2,0,14.753833333333333
65552110,45,0,1,2,11.438733333333333
65552119,567,-3,1,2,17.378333333333334
65552173,34,1,1,0,8.7166
65552219,125,3,1,0,11.2425
65552256,52,0,2,0,12.94405
65552267,69,0,1,0,97.90855
65552292,46,1,1,1,81.52116666666667
65552358,80,0,1,0,72.64933333333333
65552380,39,0,1,1,100.06028333333333
65552435,26,-1,1,3,23.684783333333332
65552443,55,0,1,4,23.586166666666667
65552454,23,0,1,1,33.821
65552494,111,0,2,6,77.86555
65552524,324,0,2,0,12.26995
65552534,142,1,1,0,2446.396333333333
65552576,110,0,1,0,699.9786166666667
65552591,47,1,1,0,74.99578333333334
65552637,43,0,1,1,8.9594
65552642,58,-1,2,4,14.759166666666667
65552664,256,1,2,0,913.7812666666666
65552682,2306,3,1,3,17.328733333333332
65552685,20,1,1,0,16.323383333333332
65552721,36,0,3,1,6.773716666666667
65552852,82,0,1,0,112.96678333333334
65552888,200,1,1,0,17.3901
65552909,70,2,1,0,1040.4612333333334
65552922,61,0,1,0,1738.1722833333333
65552948,68,0,2,0,105.38261666666666
