id,view_count,score,answer_count,comment_count,first_response_time(minutes)
65533269,183,0,2,0,393.92455
65533332,40,0,2,0,453.8945
65533338,85,0,1,0,127.4229
65533350,66,0,1,0,33.4179
65533365,38,2,1,3,6.012783333333333
65533370,70,-2,1,0,1150.1855666666668
65533371,41,0,2,2,6.121
65533409,30,2,1,0,3.1553333333333335
65533416,295,1,3,0,438.93795
65533446,84,0,3,1,8.123833333333334
65533448,62,0,1,4,19.3005
65533450,562,2,1,0,113094.66811666667
65533454,398,1,1,0,1238.2284333333334
65533467,74,-1,4,1,4.565766666666667
65533468,25,0,1,1,9.546666666666667
65533483,546,0,1,2,47.638616666666664
65533486,25,0,1,0,5.676666666666667
65533518,55,0,2,14,26.159716666666668
65533604,83,0,2,4,9.830766666666667
65533663,77,0,1,1,16.795883333333332
65533679,179,0,2,2,61.483666666666664
65533684,2898,5,1,9,610.2853333333334
65533700,56,0,1,0,64.14233333333334
65533768,95,1,1,8,56.61878333333333
65533787,67,0,1,0,14.632166666666667
65533798,41,0,1,0,9.73495
65533799,38,0,2,3,14.565616666666667
65533848,44,0,1,0,48.35366666666667
65533856,64,-3,1,3,262.9958833333333
65533874,701,1,2,2,80.88528333333333
65533904,44,0,1,0,29.756783333333335
65533905,34,1,1,0,985.9281666666667
65533926,35,0,1,2,19.008666666666667
65533932,28,1,1,0,4.4536
65533938,49,0,1,0,9.7435
65533959,37,0,1,1,993.9192666666667
65533972,27,-1,1,1,3.2236666666666665
65534008,39,0,1,1,10.5629
65534058,36,0,1,0,6.1869
65534060,125,0,1,0,276.87745
65534079,42,0,1,0,29.422666666666668
65534084,594,-2,2,1,15.72805
65534087,360,1,1,0,28.165616666666665
65534101,46,-2,2,0,8.547666666666666
65534133,589,-7,3,8,6.573933333333334
65534148,61,2,1,1,295.32666666666665
65534150,42,0,1,0,6861.337716666667
65534162,33,0,1,4,15.660116666666667
65534163,2503,3,2,0,889.2913833333333
65534165,55,0,2,0,3.6311
65534170,32,1,1,0,10.6525
65534181,70,1,2,0,51.5865
65534207,92,2,5,0,3.1566
65534242,31,1,1,0,7.539116666666667
65534243,92,0,1,0,1125.8702666666666
65534341,55,1,1,4,22.89755
65534370,369,-2,2,3,1343.7857333333334
65534384,165,2,1,0,4.341
65534411,79,1,2,0,22.998116666666668
65534432,164,3,3,1,2382.2165
65534473,96,0,1,0,31.7189
65534507,54,-4,3,5,10.655716666666667
65534545,103,1,1,3,758.9442666666666
65534559,178,1,1,4,278.00073333333336
65534590,107,-1,6,2,3.28455
65534627,156,1,2,0,14.000333333333334
65534639,30,1,1,1,20.427216666666666
65534668,26,-1,1,2,6.098166666666667
65534682,21,1,1,1,9.0585
65534731,128,0,1,2,48.886
65534745,45,2,1,0,13334.190433333333
65534751,36,0,1,5,20.375883333333334
65534765,47,0,1,5,21.725616666666667
65534826,38,-2,3,1,2.8094333333333332
65534828,45,0,1,1,920.1358833333334
65534834,221,1,1,6,36.41611666666667
65534853,59,1,4,2,13.626116666666666
65534980,231,1,2,3,62.58571666666667
65535101,113,0,2,0,110.11616666666667
65535123,267,2,3,0,7.8145
65535125,182,0,1,0,37.582166666666666
65535127,44,1,1,2,18.328
65535288,42,0,3,0,15.905116666666666
65535289,172,0,1,0,76.78361666666666
65535294,73,-1,3,6,1.7136
65535311,39,1,1,4,159.42455
65535315,190,-3,1,5,410.86016666666666
65535319,29,0,1,3,5185.435716666667
65535328,99,1,2,0,34.34021666666667
65535332,127,0,1,4,13.26105
65535359,114,0,1,2,1145.8052166666666
65535371,60,0,2,2,9.196783333333334
65535432,56,0,1,4,3.39295
65535438,32,0,1,0,3.3881666666666668
65535482,162,0,2,0,40.03395
65535533,163,0,1,0,583.3439333333333
65535557,392,1,2,1,11.543216666666666
65535560,1167,-1,1,1,532.2021166666667
65535561,26,-1,1,4,17.53855
65535582,133,0,1,0,30.60645
65535586,115,0,1,2,16.09205
65535591,165,4,2,0,3.576433333333333
65535597,92,0,1,5,6.0796166666666664
65535601,37,1,1,4,51.3974
65535609,82,0,1,2,76.92843333333333
65535623,203,3,1,0,77.34811666666667
65535644,158,0,1,0,11.652733333333334
65535646,58,0,1,6,24.983766666666668
65535664,94,0,2,10,28.34595
65535681,42,0,1,4,3.7748333333333335
65535719,53,0,1,3,651.6307833333333
65535756,31,-1,1,1,9.44195
65535770,62,0,1,2,1694.0156
65535778,80,1,3,1,83.07428333333333
65535784,341,1,1,0,43.0141
65535790,29,1,2,0,29.909766666666666
65535796,217,-1,2,0,5.288166666666666
65535848,185,0,2,2,31.60033333333333
65535899,177,2,2,2,21.938333333333333
65535902,394,0,2,0,14.1126
65535906,61,1,2,0,37.627833333333335
65535916,31,1,1,0,18.628766666666667
65535939,404,1,3,2,5.4386
65536045,122,1,2,4,2.3632833333333334
65536056,83,0,1,0,127.49945
65536064,954,0,1,1,51.7125
65536066,101,0,1,0,9488.336166666666
65536088,402,2,4,2,14.5266
65536089,38,0,1,0,2827.6019333333334
65536101,40,0,1,6,37.8026
65536188,61,0,1,0,79.45533333333333
65536191,46,1,1,0,89.28556666666667
65536215,65,0,1,5,2915.3895
65536226,238,1,3,0,40.291266666666665
65536227,526,0,1,1,8.945166666666667
65536253,98,1,4,5,28.71395
65536374,74,-1,2,2,89.73478333333334
65536387,26,0,1,0,204.26695
65536396,119,1,2,0,419.37005
65536399,54,0,1,2,66.60983333333333
65536409,40,0,1,0,65.23795
65536423,48,2,1,4,33.87271666666667
65536435,59,0,1,0,3.037333333333333
65536454,127,2,3,4,5.3616166666666665
65536527,75,-1,1,0,3608.3444
65536556,73,0,1,0,3.4461666666666666
65536561,63,0,3,0,47.910333333333334
65536612,39,-2,2,1,1.2602833333333334
65536716,78,-3,2,1,46.8325
65536803,36,1,1,0,26.887333333333334
65536845,207,1,1,3,176.4496
65536856,159,0,3,2,6.33545
65536871,93,0,1,2,6.0595
65536901,149,0,1,2,2807.93995
65537023,72,2,3,1,7.64355
65537030,98,0,1,0,1770.60095
65537035,181,-3,3,0,50.397216666666665
65537042,344,0,2,0,2305.1063833333333
65537062,172,2,2,11,78.06773333333334
65537107,90,0,1,0,210.09328333333335
65537121,68,0,2,0,97.26643333333334
65537122,83,0,1,4,2994.353833333333
65537190,33,0,1,0,35.7479
65537280,30,-2,1,2,4.375116666666667
65537292,40,1,1,2,27.449383333333333
65537322,223,1,2,1,18.3625
65537365,160,0,1,2,11.783
65537435,44,-1,1,1,288.155
65537449,172,1,1,2,227.10311666666666
65537460,41,-1,1,2,436.67156666666665
65537473,331,1,3,0,336.35895
65537488,126,0,1,8,212.09578333333334
65537491,22,0,2,3,9.290716666666667
65537498,70,0,1,4,2893.09905
65537516,119,0,3,1,1142.3676666666668
65537529,42,0,1,2,66.67778333333334
65537544,29,0,1,0,178.2419
65537552,89,0,1,1,69709.39
65537576,71,2,2,0,7.374733333333333
65537590,77,0,1,1,838.1571666666666
65537639,56,0,3,0,45.4696
65537782,30,-1,1,2,1.1786666666666668
65537793,24,2,1,1,17.24045
65537866,49,0,1,2,17.502333333333333
65538035,109,0,3,5,11.336616666666666
65538068,67,4,3,1,20.423166666666667
65538087,46,-1,1,3,322.50905
65538090,47,-6,1,6,4.846333333333333
65538093,90,0,1,0,1378.5916666666667
65538096,104,0,1,0,10.842116666666668
65538098,91,0,1,3,25.191383333333334
65538171,60,2,1,3,25.313383333333334
65538179,2946,2,2,7,266.9325
65538180,132,-1,1,0,658.0062166666667
65538208,28,0,2,0,5.33055
65538218,50,0,2,0,19.404883333333334
65538234,57,0,1,0,11.363566666666667
65538269,49,0,1,0,88.5035
65538283,31,0,1,1,7.11645
65538295,624,0,1,0,5.322783333333334
65538343,47,1,2,0,23.163
65538368,130,0,1,0,51.664
65538375,77,2,1,2,48.927216666666666
65538377,53,0,2,0,265.79421666666667
65538387,66,0,1,15,128.54778333333334
65538488,40,0,1,4,19.989883333333335
65538491,83,0,2,1,20.37995
65538507,72,3,2,3,28.177066666666665
65538518,91,0,2,4,142.92856666666665
65538558,28,0,2,1,3.7123333333333335
65538576,48,2,2,0,9.155716666666667
65538590,82,0,2,0,144.97511666666668
65538663,170,0,3,0,23.427666666666667
65538681,176,0,1,0,392.31
65538695,135,0,3,0,11.41895
65538720,63,0,1,0,38.6841
65538829,99,0,1,0,16.854266666666668
65538846,42,0,1,3,222.60438333333335
65538858,77,-1,2,2,6.898333333333333
65538868,54,-1,1,0,100.92655
65538887,35,0,3,0,6.567733333333333
65538904,34,-1,1,3,91.53066666666666
65538912,39,0,1,0,45.63045
65538953,61,0,1,3,44.8935
65538958,84,0,3,2,8.114783333333333
65538985,131,0,1,0,11.290266666666666
65539013,1792,0,4,0,16.025666666666666
65539061,39,0,1,1,15.798266666666667
65539114,52,1,1,1,4.9606
65539129,289,3,2,0,133.46383333333333
65539165,34,0,3,0,5.25905
65539182,234,1,1,6,7410.867933333333
65539213,44,0,1,0,311.0335
65539237,279,0,2,1,8.521666666666667
65539313,626,6,3,3,2.8737833333333334
65539333,73,1,1,6,29.932066666666667
65539362,299,0,1,0,29.578166666666668
65539401,32,0,3,0,13.853216666666667
65539406,40,0,1,2,108.25893333333333
65539416,45,0,1,0,189.18106666666668
65539444,68,0,2,3,15.357933333333333
65539452,41,0,1,0,10.821283333333334
65539459,174,0,1,1,10.08745
65539490,46,1,1,0,5.79155
65539527,44,1,1,2,6.4096166666666665
65539617,187,1,1,0,99.48916666666666
65539621,219,0,1,0,1603.6426666666666
65539652,98,1,1,0,436.915
65539654,96,0,1,1,8.334
65539656,96,-1,1,2,26.4735
65539663,103,1,3,1,11.0275
65539682,50,0,1,9,1195.5642833333334
65539734,32,0,1,1,1.9547166666666667
65539736,42,0,1,1,1332.4298833333332
65539761,65,-1,2,3,10.293716666666667
65539775,578,0,1,11,1594.80395
65539792,72,-1,1,6,15.90355
65539812,22,-1,1,2,7.039116666666667
65539851,26,-1,1,2,23.633166666666668
65539855,230,0,1,0,122.30511666666666
65539888,57,0,4,2,9.015566666666667
65539904,48,0,2,0,12.8214
65539919,38,0,2,5,10.963783333333334
65540075,28,0,1,0,677.0402166666667
65540102,109,0,1,2,119.01006666666666
65540125,113,0,1,2,26433.0005
65540166,188,1,3,6,20.989566666666665
65540193,35,-2,1,2,13.713116666666666
65540195,31,-1,2,3,102.45078333333333
65540214,1389,2,1,4,54.76545
65540231,45,0,1,3,33.1995
65540240,318,1,1,2,1011.32895
65540242,57,0,2,1,13.502383333333333
65540356,335,0,1,2,44.964283333333334
65540404,44,0,2,0,1.7189
65540411,69,-2,2,2,9.925283333333333
65540414,499,0,2,2,269.84878333333336
65540434,85,0,1,5,90.85428333333333
65540446,174,0,2,2,2.9835
65540484,82,0,1,0,2706.2888333333335
65540507,219,0,1,3,1035.3048333333334
65540525,117,1,1,0,41.38066666666667
65540528,108,-1,3,1,4.097433333333333
65540535,203,0,1,0,163.81311666666667
65540545,37,0,1,0,4.97095
65540551,45,0,1,6,49.37533333333333
65540558,821,0,1,0,28.194066666666668
65540568,911,1,1,0,216879.75483333334
65540618,100,-4,2,4,50.377833333333335
65540631,62,0,1,8,693.00505
65540645,52,-1,1,2,41.87388333333333
65540673,117,0,1,1,9.775283333333334
65540674,51,1,1,0,5006.810566666667
65540712,60,0,2,4,11.41955
65540742,88,0,2,0,0.0
65540754,41,0,1,2,6.9815
65540756,63,1,2,1,4.538783333333333
65540783,96,-1,1,1,2.9473333333333334
65540809,105,3,4,0,9.560266666666667
65540842,51,-1,2,2,11.041616666666666
65540870,239,0,1,4,9.37045
65540874,52,0,1,3,52.636716666666665
65540894,468,1,2,0,6.1516166666666665
65540951,46,0,1,1,15.522383333333334
65541000,79,-1,1,3,3.6417333333333333
65541010,50,-1,1,1,2.8952666666666667
65541032,48,1,1,1,170.86761666666666
65541041,44,1,1,1,25.57255
65541077,139,-1,1,0,89.11816666666667
65541125,41,-2,2,2,5.656733333333333
65541166,99,1,1,1,87.87088333333334
65541202,58,-3,2,0,19.85955
65541248,47,2,3,0,5.550783333333333
65541256,99,-1,1,4,153.1895
65541268,62,0,1,0,101.05966666666667
65541342,149,0,1,2,704.2392166666667
65541371,43,0,1,8,51.09271666666667
65541373,458,0,2,2,4977.437666666667
65541412,115,1,1,0,392.57155
65541423,41,1,2,0,11.151283333333334
65541483,19,1,2,0,26.78783333333333
65541485,39,0,1,0,62.305616666666666
65541488,133,0,2,0,36073.1665
65541505,59,1,4,0,13.5449
65541515,52,0,2,4,33.4884
65541525,33,0,1,0,4.1011
65541552,368,1,1,1,27.35545
65541594,263,2,1,1,15.153783333333333
65541617,105,0,1,0,1133.2422833333333
65541642,137,0,1,2,20.4465
65541672,65,0,1,2,25.640166666666666
65541684,342,1,1,2,219.37821666666667
65541764,60,1,4,0,3.1089333333333333
65541766,46,0,3,1,17.393766666666668
65541785,30,0,2,1,12.402783333333334
65541812,43,2,1,2,12.963333333333333
65541863,271,1,3,0,14.954116666666666
65541872,896,0,1,6,920.7587166666667
65541887,36,1,1,0,6.288283333333333
65541920,33,0,2,1,6.17245
65541942,230,1,1,0,45.9701
65541960,32,1,1,2,31.8091
65541963,29,1,1,0,3.4722666666666666
65541984,56,1,1,1,7.531333333333333
65541996,396,1,1,2,285.37083333333334
65542031,112,0,2,0,18.957566666666665
65542062,295,2,4,0,4.291766666666667
65542103,1208,8,1,0,960.4259
65542140,36,0,1,0,43.916
65542145,146,1,1,2,9.209733333333334
65542172,92,0,1,2,11.222433333333333
65542178,40,1,2,0,16.456783333333334
65542228,43,0,2,2,138.88205
65542235,47,-1,1,0,4.713266666666667
65542299,177,0,1,0,23.649
65542317,336,0,1,0,401.2753333333333
65542388,150,0,1,0,38.35583333333334
65542409,267,1,1,4,11.435266666666667
65542435,25,1,1,0,23.2451
65542442,37,-2,1,1,4.02305
65542467,26,-1,1,3,121.02428333333333
65542468,96,0,2,1,3043.8335666666667
65542469,212,0,1,0,0.0
65542483,193,-1,3,0,16.372616666666666
65542494,191,0,1,0,131.12728333333334
65542500,152,0,1,3,115.72483333333334
65542522,81,0,2,2,4.87395
65542565,73,2,1,0,9.756933333333333
65542580,38,0,1,0,472.5915
65542600,188,0,2,2,3379.3282833333333
65542604,27,0,1,0,14.881883333333333
65542607,49,1,1,3,2.5168833333333334
65542623,40,0,2,0,25.172
65542628,31,-1,2,2,6.980766666666667
65542657,176,0,2,8,13.350733333333332
65542676,268,0,1,0,35.36528333333333
65542679,50,0,1,0,503.952
65542733,107,0,2,0,15.212266666666666
65542762,59,0,2,3,20.918833333333332
65542774,40,3,1,1,221.68166666666667
65542802,51,0,1,0,2.284883333333333
65542831,527,0,2,0,46.9575
65542841,88,1,2,0,32.20511666666667
65542898,118,4,1,2,246.45588333333333
65542914,78,0,1,2,1422.2795666666666
65542922,109,1,2,0,45.375566666666664
65542927,30,-1,1,1,13.29955
65542931,170,0,1,0,131.181
65542957,51,0,1,0,35.56633333333333
65542968,146,0,1,0,1101.7527833333334
65542973,56,-4,1,2,436.6600666666667
65542995,94,-1,1,10,77.42538333333333
65543001,110,0,1,3,51.65566666666667
65543008,68,0,1,5,800.7061
65543013,39,0,1,1,16.3501
65543025,41,0,2,0,6.091666666666667
65543036,68,1,2,2,189.71461666666667
65543055,2696,0,1,0,678.21655
65543096,1289,1,1,6,1652.5461666666667
65543108,77,0,1,2,286.9286666666667
65543123,87,1,3,8,2309.786
65543179,29,-2,1,3,2.7332666666666667
65543185,31,0,1,1,31.904833333333332
65543203,70,1,3,1,6.466716666666667
65543225,83,0,1,0,63.15088333333333
65543228,75,-4,3,1,6.599166666666667
65543231,15,0,1,0,75.82128333333333
65543232,61,0,3,0,11.76695
65543286,20,1,1,0,2.7008833333333335
65543305,52,-1,2,1,7.589933333333334
65543386,47,0,1,9,14.548116666666667
65543400,93,0,1,0,35.352716666666666
65543420,282,0,2,0,123.9484
65543423,4382,1,2,5,12.084
65543425,111,1,1,2,81.85921666666667
65543435,57,1,1,2,20.93445
65543459,658,1,1,2,409.76295
65543501,61,1,1,0,26.3694
65543504,44,1,2,0,26.5
65543565,41,0,3,0,6.0745
65543573,40,0,3,0,8.405216666666666
65543584,62,-1,1,7,3.707
65543591,82,1,2,4,14.032566666666666
65543606,91,0,1,0,598.3847833333333
65543619,82,1,2,0,5.650833333333333
65543622,42,0,1,0,137.68766666666667
65543669,107,1,1,0,12.451666666666666
65543674,34,-1,1,9,9.641616666666666
65543676,51,1,1,1,5.586616666666667
65543696,124,0,1,0,2693.9646
65543697,47,2,1,3,6.12845
65543698,189,1,1,0,32.72506666666666
65543760,38,1,1,1,5.535783333333334
65543790,40,0,1,1,8.375283333333334
65543799,84,0,1,0,1037.70505
65543832,76,0,2,1,4963.9774
65543846,264,0,2,2,28.37445
65543862,59,1,1,3,1001.6735
65543869,86,1,6,3,2.3707833333333332
65543906,44,0,1,3,4.395333333333333
65543924,128,-1,1,0,4.550116666666667
65543934,171,0,2,0,4.421433333333334
65543951,206,0,1,2,22.96045
65543967,80,0,1,0,335.21755
65544012,399,0,2,0,3.4532833333333333
65544078,36,0,1,7,37.37643333333333
65544084,27,-1,1,1,9.427383333333333
65544088,28,1,1,1,6.3696166666666665
65544182,227,1,1,5,3018.55045
